Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly BioSample Accession
GCF_037176815.1	ASM3717681v1	Escherichia coli		40B					GCF_037176815.1-RS_2024_03_16	Contig	2024-03-15	JBBBJU01		SAMN40242086
GCF_026799935.1	ASM2679993v1	Escherichia coli		9805					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-12-10	JAPQNQ01		SAMN32032029
GCF_000422045.1	ASM42204v1	Streptococcus pyogenes HSC5		HSC5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2013-07-11		1.0	SAMN02604317
GCF_024242035.1	ASM2424203v1	Salmonella enterica		HBP190401					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-07-12	JANAFZ01	277.0	SAMN28824963
GCF_037287405.1	ASM3728740v1	Pseudomonas aeruginosa		GN04922					GCF_037287405.1-RS_2024_04_05	Complete Genome	2024-04-05		1.0	SAMN40123759
GCF_002325985.1	ASM232598v1	Pseudomonas aeruginosa		U5b-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-09-21	NQZD01		SAMN07504863
GCF_002108195.1	ASM210819v1	Enterococcus faecalis		DM7-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-04-24	MSQG01		SAMN06190456
GCF_002190815.1	ASM219081v1	Escherichia coli		ECOR35					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-06-12	LYAB01		SAMN05004608
GCF_003609175.1	ASM360917v1	Listeria monocytogenes		CFSAN018332					GCF_003609175.1-RS_2024_05_01	Contig	2018-10-02	QUPR01		SAMN02850633
GCF_000145435.1	ASM14543v1	Cutibacterium acnes HL092PA1		HL092PA1					GCF_000145435.1-RS_2024_04_04	Scaffold	2010-08-16	ADXU01	14.0	SAMN00189246
GCF_001748915.1	ASM174891v1	Escherichia coli		AF7759-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-09-29	MIWF01		SAMN05729296
GCF_016391905.1	ASM1639190v1	Enterococcus faecalis		VRE33481					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-12-24	JAEISC01		SAMN11285630
GCF_033797345.1	ASM3379734v1	Pseudomonas aeruginosa		A389					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JAVFFE01	68.0	SAMN37042070
GCF_002835765.1	ASM283576v1	Pseudomonas aeruginosa		PA151					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-12-12	PHSS01		SAMN08043152
GCF_014879215.1	ASM1487921v1	Escherichia coli		UoL_2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-10-11	JADAOX01		SAMN16278385
GCF_018999045.1	ASM1899904v1	Staphylococcus aureus		SGMRSA29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-06-22	JAHNHS01	94.0	SAMN19718434
GCF_001586445.1	ASM158644v1	Salmonella enterica subsp. enterica		ADRDL-LA-2-2013					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-03-10	LSLO01		SAMN03780252
GCF_031535495.1	ASM3153549v1	Escherichia coli		DH5-alpha-pD25466-pBACpAK-COL-FM1-C1-10-1-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2023-09-15		3.0	SAMN34281148
GCF_022749475.1	ASM2274947v1	Klebsiella pneumoniae		K41					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-03-29		1.0	SAMN26814915
GCF_029133555.1	ASM2913355v1	Escherichia coli		FY31					GCF_029133555.1-RS_2024_05_05	Contig	2023-03-10	JALLLN01		SAMN27607308
GCF_001973465.1	ASM197346v1	Salmonella enterica subsp. enterica serovar Enteritidis		CFSAN051853					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-01-26	MTUL01		SAMN05414434
GCF_004101065.1	ASM410106v1	Escherichia coli		14_fCAUTI					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-01-21	SCKC01	108.0	SAMN10722929
GCF_014121375.1	ASM1412137v1	Salmonella enterica subsp. enterica serovar Enteritidis		BCMOA-D1-TMB-41					GCF_014121375.1-RS_2024_03_23	Contig	2020-08-10	JACHRO01		SAMN15661710
GCF_007093895.1	ASM709389v1	Salmonella enterica subsp. enterica serovar Panama		Sal-3971					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-07-17	QLEY01		SAMN09381258
GCF_008389025.1	ASM838902v1	Escherichia coli		EC272_ST73C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-09-13	RDUO01		SAMN10187609
GCF_005785185.1	ASM578518v1	Acinetobacter baumannii		Ab20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-05-23	VAMW01	48.0	SAMN11584452
GCF_002474855.1	ASM247485v1	Escherichia coli		MOD1-EC5183					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-10-06	NOFL01		SAMN04279522
GCF_019645915.1	ASM1964591v1	Salmonella enterica subsp. enterica serovar Typhi		ISP2825					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-08-17		1.0	SAMN20695325
GCF_022494035.1	ASM2249403v1	Shigella flexneri		STLEFF_27					GCF_022494035.1-RS_2024_04_30	Complete Genome	2022-03-07		6.0	SAMN13925556
GCF_037966445.1	ASM3796644v1	Klebsiella pneumoniae		KPN_004					GCF_037966445.1-RS_2024_04_08	Contig	2024-04-04	JBBPBW01		SAMN40290492
GCF_002046055.1	ASM204605v1	Salmonella enterica subsp. enterica serovar Eastbourne		76-0545					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-03-20	MYZS01		SAMN03264887
GCF_003356625.1	ASM335662v1	Acinetobacter baumannii		s227					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-03	NBHJ01	52.0	SAMN06460860
GCF_003317395.1	ASM331739v1	Escherichia coli		CVAST2425					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-07-13	NFST01		SAMN06806414
GCF_003195795.1	ASM319579v1	Klebsiella pneumoniae		WUSM_KP_66					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-06-06	QIWI01		SAMN09266867
GCF_002330525.1	ASM233052v1	Pseudomonas aeruginosa		env334					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-09-21	NRFS01		SAMN07504839
GCF_005519595.1	ASM551959v1	Salmonella enterica subsp. enterica serovar Agona		SL_21_109					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-05-20	SMPH01		SAMN10408285
GCF_002107265.1	ASM210726v1	Salmonella enterica subsp. enterica serovar Newport		NY_FSL S10-1632					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-04-24	NBRI01		SAMN01902473
GCF_002770395.1	ASM277039v1	Escherichia coli O26:H11		3244					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-10-27	BEVO01	336.0	SAMD00076058
GCF_002851115.1	ASM285111v1	Klebsiella pneumoniae		COL-Kpn17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-01-03	NCLW01		SAMN06629594
GCF_002795065.1	ASM279506v1	Escherichia coli		KCJK7979					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-11-21	PGUL01		SAMN08029068
GCF_002229235.1	ASM222923v1	Escherichia coli		MOD1-EC5534					GCF_002229235.1-RS_2024_04_26	Contig	2017-07-25	NLMK01		SAMN05452830
GCF_001638225.1	ASM163822v1	Escherichia coli		WCE233					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-05-05	LSEY01		SAMN04273131
GCF_008572915.1	ASM857291v1	Klebsiella pneumoniae		1192					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-09-19	VOMY01		SAMN12419073
GCF_009025765.1	ASM902576v1	Pseudomonas aeruginosa		GO32					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-10-13	WCHS01		SAMN12885395
GCF_036232605.1	ASM3623260v1	Pseudomonas aeruginosa		F055					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-26		1.0	SAMN32413555
GCF_000357045.2	ASM35704v2	Escherichia coli P0299438.5		P0299438.5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2013-04-08	APYE01		SAMN00829355
GCF_000625135.2	ASM62513v2	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120925		EC20120925					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2016-02-26		1.0	SAMN02384336
GCF_027673885.1	ASM2767388v1	Enterococcus faecalis		AM113-152					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-01-11	JAQDVW01	39.0	SAMN31808973
GCF_023599055.1	ASM2359905v1	Escherichia coli		19ZY296					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-05-30	JAGDIU01		SAMN18298610
GCF_004912245.1	ASM491224v1	Acinetobacter baumannii		SCPM-O-B-8557(136)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-04-24	STGR01		SAMN11458716
GCF_002379285.1	ASM237928v1	Escherichia coli		RM7788					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-09-27	NWVS01		SAMN07679719
GCF_021504155.1	ASM2150415v1	Escherichia coli		EPEC 1095a					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-01-18	JAJIZA01		SAMN21210955
GCF_029873075.1	ASM2987307v1	Pseudomonas aeruginosa		Pa599					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-04-25	SPIP01	148.0	SAMN11241336
GCF_001879545.1	ASM187954v1	Staphylococcus aureus		FORC_026					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-11-16		1.0	SAMN04243988
GCF_025399035.1	ASM2539903v1	Escherichia coli		PNUSAE014970					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-09-25		2.0	SAMN09489939
GCF_027583525.1	ASM2758352v1	Pseudomonas aeruginosa		NY5517					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-01-06	JAMOGP01		SAMN28539355
GCF_038443775.1	ASM3844377v1	Klebsiella pneumoniae		8773_U438					GCF_038443775.1-RS_2024_04_25	Contig	2024-04-24	JAVSES01		SAMN37477211
GCF_026799695.1	ASM2679969v1	Escherichia coli		10926					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-12-10	JAPQNC01		SAMN32017003
GCF_004154225.1	ASM415422v1	Streptococcus pyogenes		MGAS28278					GCF_004154225.1-RS_2024_04_08	Complete Genome	2019-02-11		1.0	SAMN08556197
GCF_003668675.1	ASM366867v1	Staphylococcus aureus		ZH04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-22	RCVY01		SAMN10240662
GCF_002528535.1	ASM252853v1	Listeria monocytogenes		CFSAN045792					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-10-04	NXZR01	45.0	SAMN04599894
GCF_001077475.1	ASM107747v1	Pseudomonas aeruginosa		F9676					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-07-13		1.0	SAMN03852256
GCF_021533385.1	ASM2153338v1	Serratia marcescens		R24_1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-01-20	JAIKUB01		SAMN20718307
GCF_024989275.1	ASM2498927v1	Klebsiella pneumoniae subsp. pneumoniae		MRSN570509					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-09-06	JAJHWW01		SAMN22884073
GCF_020732885.1	ASM2073288v1	Escherichia coli		S589					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-02	JAIUVI01		SAMN21542683
GCF_020086265.1	ASM2008626v1	Escherichia coli		MS10777					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-09-21	JAHQCC01		SAMN10141441
GCF_005397885.1	ASM539788v1	Escherichia coli		15-1BK					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-03-18	BHZR01	135.0	SAMD00148524
GCF_035830555.1	ASM3583055v1	Escherichia coli		Ec-36.4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-18	JAYSGM01		SAMN39409143
GCF_037030395.1	ASM3703039v1	Escherichia coli		EcLESPA_83					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-03-05	JAYEUC01		SAMN38876796
GCF_030061775.1	ASM3006177v1	Klebsiella pneumoniae		VA172					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-05-22		3.0	SAMN26642717
GCF_019248935.1	ASM1924893v1	Salmonella enterica subsp. salamae serovar 1,9,12,46,27:l,w:e,n,x		HAZEL-213					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-07-15	JAAHTS01	86.0	SAMN13906118
GCF_003605345.1	ASM360534v1	Staphylococcus aureus		Sau-2933Lar					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-01	QXEJ01		SAMN09935543
GCF_020388695.1	ASM2038869v1	Staphylococcus aureus		355					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-10-08		3.0	SAMN19550046
GCF_001561095.1	ASM156109v1	Escherichia coli		1389					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-02-16	LRVQ01		SAMN04273070
GCF_021555995.1	ASM2155599v1	Salmonella enterica subsp. enterica serovar Weltevreden		1738					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-01-23	JAKGEQ01		SAMN24979262
GCF_009668465.1	ASM966846v1	Salmonella enterica subsp. enterica serovar Muenchen		161403					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-11-18	VUJK01	43.0	SAMN12688783
GCF_000565745.1	ASM56574v1	Shigella flexneri Shi06AH028		Shi06AH028					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2014-01-29	AZOS01	301.0	SAMN02437375
GCF_014694975.1	ASM1469497v1	Staphylococcus aureus		HP20814.011					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-22	JACOAQ01	43.0	SAMN15306986
GCF_005705815.1	ASM570581v1	Staphylococcus aureus		Lr6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-05-23		2.0	SAMN11096032
GCF_002054025.1	ASM205402v1	Salmonella enterica		BCW_4939					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-03-21	MYNH01		SAMN03358474
GCF_003632055.1	ASM363205v1	Pseudomonas aeruginosa		HUM-375					GCF_003632055.1-RS_2024_05_19	Contig	2018-10-11	QZZH01		SAMN09477996
GCF_021110115.1	ASM2111011v1	Escherichia coli		ARS-CC9625					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-12-07	JAJOGG01		SAMN21542825
GCF_030587815.1	ASM3058781v1	Klebsiella pneumoniae		YMC/2018/09/N197					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-08-02	SGUN01		SAMN10908811
GCF_021295595.1	ASM2129559v1	Escherichia coli		c3Ub_1_AE					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-12-27	JAECYS01		SAMN17025146
GCF_030013105.1	ASM3001310v1	Escherichia coli		ETEC4090					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-05-15		5.0	SAMN32549666
GCF_012027135.1	ASM1202713v1	Klebsiella pneumoniae		KPN908					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-04-03	SGXZ01		SAMN10928537
GCF_028596165.1	ASM2859616v1	Staphylococcus aureus		ATCC 14458					GCF_028596165.1-RS_2024_03_23	Complete Genome	2023-02-12		5.0	SAMN32977647
GCF_003353255.1	ASM335325v1	Klebsiella pneumoniae		KPN_KPC_HUG_01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-01	QRAC01	124.0	SAMN05195951
GCF_024242455.1	ASM2424245v1	Salmonella enterica		HBP191001					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-07-12	JANAGO01	434.0	SAMN28824948
GCF_021727375.1	ASM2172737v1	Klebsiella pneumoniae		DY1805					GCF_021727375.1-RS_2024_03_15	Contig	2022-01-30	JAKKGX01		SAMN24108704
GCF_028327185.1	ASM2832718v1	Streptococcus agalactiae		1001287st1_D6_1001285H_161024					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-01-31	JAQMKX01	19.0	SAMN31322900
GCF_013309765.1	ASM1330976v1	Serratia marcescens		M52-CPSm					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-09	JAAAMB01		SAMN13761920
GCF_002133285.1	ASM213328v1	Listeria monocytogenes		PNUSAL001994					GCF_002133285.1-RS_2024_05_01	Scaffold	2017-05-11	MTRP01	23.0	SAMN04417753
GCF_024701115.1	ASM2470111v1	Salmonella enterica subsp. enterica		S140					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-08-15	JABFYP01		SAMN14838964
GCF_036906635.1	ASM3690663v1	Cutibacterium avidum		PAVI-2017310093					GCF_036906635.1-RS_2024_03_15	Contig	2024-02-28	JBAKUN01		SAMN40026078
GCF_001019635.1	ASM101963v1	Streptococcus pyogenes		NGAS743					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-06-03		1.0	SAMN02715744
GCF_000811205.3	ASM81120v3	Acinetobacter baumannii		UH410_96					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-08-10	JWXP03		SAMN03084757
GCF_003117995.1	ASM311799v1	Salmonella enterica subsp. enterica serovar Give		2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-05-02	QDUM01		SAMN08514216
GCF_014493955.1	ASM1449395v1	Escherichia coli		AI2933					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-08	JACUWI01		SAMN14997726
GCF_004767305.1	ASM476730v1	Escherichia coli		BX2S15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-04-09	SRNK01		SAMN11333204
GCF_005347525.2	ASM534752v2	Klebsiella pneumoniae		CRKP I					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-10-19	JAJBIZ01		SAMN11047257
GCF_003361015.1	ASM336101v1	Escherichia coli		ECI-2227					GCF_003361015.1-RS_2024_05_16	Contig	2018-08-03	QGXU01		SAMN09257634
GCF_024104825.1	ASM2410482v1	Cutibacterium avidum		ESL12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-06-30	JAHDTP01		SAMN19186365
GCF_024700735.1	ASM2470073v1	Escherichia coli		KVAFSUBS5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-08-15	JANLKR01		SAMN29751216
GCF_030168085.1	ASM3016808v1	Listeria monocytogenes		FSL F2-0501					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-06-05		1.0	SAMN27620980
GCF_037001745.1	ASM3700174v1	Pseudomonas aeruginosa		SCL6410					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-03-04	JAZBTX01		SAMN39457662
GCF_002125875.1	ASM212587v1	Staphylococcus aureus		CFSA015					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-05-10	NDVF01	95.0	SAMN06698002
GCF_001058315.1	ASM105831v1	Escherichia coli		753_ECOL					GCF_001058315.1-RS_2024_05_08	Contig	2015-07-10	JUUK01		SAMN03197960
GCF_003399955.1	ASM339995v1	Escherichia coli		CFSAN061760					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-08-16	NIYL01		SAMN06909726
GCF_006802095.1	ASM680209v1	Pseudomonas aeruginosa		GOM1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-07-09	SDVY01	81.0	SAMN10839112
GCF_015024885.1	ASM1502488v1	Salmonella enterica subsp. enterica serovar Typhimurium		5727					GCF_015024885.1-RS_2024_03_23	Scaffold	2020-10-27	JABBKP01	127.0	SAMN14646566
GCF_033446615.1	ASM3344661v1	Klebsiella pneumoniae		150040X0B1G1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-11-08	JAWQTH01		SAMN38033591
GCF_001067055.1	ASM106705v1	Staphylococcus aureus		714_SAUR					GCF_001067055.1-RS_2024_05_02	Contig	2015-07-10	JUVZ01		SAMN03197919
GCF_039634585.1	ASM3963458v1	Staphylococcus aureus		CNRS23679					GCF_039634585.1-RS_2024_05_15	Chromosome	2024-05-15		1.0	SAMN38282406
GCF_001542795.2	ASM154279v2	Pseudomonas aeruginosa		X78812					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-04-12		1.0	SAMN02894342
GCF_038435365.1	ASM3843536v1	Escherichia coli		E38					GCF_038435365.1-RS_2024_04_24	Contig	2024-04-23	JARMYA01		SAMN33794111
GCF_000194645.1	ASM19464v2	Escherichia coli 3.2303		3.2303					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2012-05-02	AFAE02		SAMN00031773
GCF_001015655.1	ASM101565v1	Streptococcus agalactiae		IT-PW-0063					GCF_001015655.1-RS_2024_04_17	Contig	2015-06-01	LCXM01		SAMN03435078
GCF_001863345.1	ASM186334v1	Acinetobacter baumannii		XH508					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-11-02	LYLK01	189.0	SAMN04745388
GCF_030541955.1	ASM3054195v1	Escherichia coli		20496					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-25	JARGMR01		SAMN33692778
GCF_030542725.1	ASM3054272v1	Klebsiella pneumoniae		M52-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-07-25	JAUAQI01	65.0	SAMN35731250
GCF_038898515.1	ASM3889851v1	Enterococcus faecalis		MI21441558					GCF_038898515.1-RS_2024_05_04	Contig	2024-04-30	JBCGWJ01		SAMN40733511
GCF_036530315.1	ASM3653031v1	Pseudomonas aeruginosa		MGL_94_B5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-02-09	JARCXI01		SAMN32745654
GCF_022405235.1	ASM2240523v1	Staphylococcus aureus		NAS_AN_206					GCF_022405235.1-RS_2024_05_13	Complete Genome	2022-02-28		2.0	SAMN15567947
GCF_005782065.1	ASM578206v1	Salmonella enterica		H25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-05-23	VAKN01	18.0	SAMN10356296
GCF_001945475.1	ASM194547v1	Klebsiella pneumoniae		97_58					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-01-11	MPJA01		SAMN06014567
GCF_001922165.1	ASM192216v1	Salmonella enterica subsp. enterica serovar Newport		0007-33					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-12-27		1.0	SAMN03744300
GCF_019740915.1	ASM1974091v1	Listeria monocytogenes		UNITE_9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-08-24	JAGRYL01	32.0	SAMN18747729
GCF_023062695.1	ASM2306269v1	Klebsiella pneumoniae		CNR20140549_S2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-04-19	JALDBB01	38.0	SAMN26750072
GCF_013413535.1	ASM1341353v1	Escherichia coli		E7N6P4C8F					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-07-13	JACBWJ01		SAMN15423724
GCF_026132725.1	ASM2613272v1	Escherichia coli		SO-ECO14-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-11-10	JANWEU01		SAMN30161832
GCF_018035105.1	ASM1803510v1	Listeria monocytogenes		PV150116					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-04-16	JABELT01		SAMN14691735
GCF_003145085.1	ASM314508v1	Escherichia coli		Win2013_WWKa_OUT_24					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-05-21	NBBS01	161.0	SAMN06641932
GCF_006379905.2	ASM637990v2	Salmonella enterica subsp. enterica serovar Senftenberg		HIY0157					GCF_006379905.2-RS_2024_04_29	Contig	2019-07-18	VCVL02		SAMN11877341
GCF_020668275.1	ASM2066827v1	Escherichia coli		S032					GCF_020668275.1-RS_2024_05_15	Contig	2021-10-28	JAIHLI01		SAMN20150337
GCF_009794505.1	ASM979450v1	Escherichia coli		10432wC4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-12-23	WTNQ01		SAMN13558798
GCF_036665675.1	ASM3666567v1	Pseudomonas aeruginosa		PA_16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-02-16	JAPRFC01	41.0	SAMN32065057
GCF_000958075.1	ASM95807v1	Klebsiella aerogenes		35715					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-03-19	JZYV01		SAMN03283688
GCF_023000315.1	ASM2300031v1	Acinetobacter baumannii		TR115					GCF_023000315.1-RS_2024_05_07	Scaffold	2022-04-14	JAIGQI01	69.0	SAMN20599430
GCF_004168905.1	ASM416890v1	Staphylococcus aureus		P6					GCF_004168905.1-RS_2024_05_13	Scaffold	2019-02-12	RBBC01	39.0	SAMN10140751
GCF_018027295.1	ASM1802729v1	Pseudomonas aeruginosa		Patient_9_PostExposure2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-04-16	JAGEYR01		SAMN18335880
